index,language_key,language_sample,language_production,name,body,face,select_index,bg,next_index,appear_production,appear_production_time,appear_production_value,auto_next,my_name,gallery,bgm,bgm_fade_time,sfx,sfx_type,cg_production,ending
832,story_255,“......”,,2,Character_Main_0,Character_Main_0_1,,1,833,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
833,story_172,“그럼... 저는 신력을 구할 곳이 없어요.”,,2,Character_Main_0,Character_Main_0_1,,1,834,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
834,story_173,“...그건 걱정하지 말려무나.”,,1,Character_Main_0,Character_Main_0_1,,1,835,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
835,story_174,"“나와 연결된 탓에, 조금씩 내 신력이 네게 흘러 들어가고 있으니.”",,1,Character_Main_0,Character_Main_0_1,,1,836,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
836,story_175,"그의 말에, 조금 안심이 된 것 같았다.",,,Character_Main_0,Character_Main_0_1,,1,837,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
837,story_176,적어도 당장 죽을 일은 없으니까.,,,Character_Main_0,Character_Main_0_1,,1,838,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
838,story_178,(상당히 골치 아파졌네... 하지만 방법이 없으니...),,2,Character_Main_0,Character_Main_0_1,,1,839,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
839,story_179,“...알겠어요...”,,2,Character_Main_0,Character_Main_0_1,,1,840,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
840,story_180,그가 나를 잠시 바라보았다.,,,Character_Main_0,Character_Main_0_1,,1,841,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
841,story_181,"“...이대로 함께 다니려면, 이름 정도는 알아야 하지 않겠니?”",,1,Character_Main_0,Character_Main_0_1,,1,842,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
842,story_182,“...이름이요?”,,2,Character_Main_0,Character_Main_0_1,,1,843,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
843,story_183,(알려줘도 되는 걸까...),,2,Character_Main_0,Character_Main_0_1,,1,844,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
844,story_184,나는 잠시 고민하다 입을 열었다.,,,Character_Main_0,Character_Main_0_1,,1,845,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
845,story_185,“제 이름은...”,,2,Character_Main_0,Character_Main_0_1,,1,846,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
846,story_1500,“{0}....이에요...”,,9,Character_Main_0,Character_Main_0_1,,1,847,,,,FALSE,TRUE,,Moss Gate,,,,CG_101_Fly,
847,story_186,“...{0}...”,,1,Character_Main_0,Character_Main_0_5,,1,848,,,,FALSE,TRUE,,Moss Gate,,,,CG_101_Fly,
848,story_187,“...좋은 이름이구나.”,,1,Character_Main_0,Character_Main_0_5,,1,849,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
849,story_188,그가 내 이름을 부르는 순간,,,Character_Main_0,Character_Main_0_5,,1,850,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_101_Fly,
850,story_189,"심장이, 괜히 더 크게 울렸다.",,,Character_Main_0,Character_Main_0_5,,1,851,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_101_Fly,
851,story_190,“...!”,,9,Character_Main_0,Character_Main_0_5,,1,852,23,1,5,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_101_Fly,
852,story_191,"조금 전까지는 아무렇지 않았던 감정이,",,,Character_Main_0,Character_Main_0_5,,1,853,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
853,story_192,이름 하나로 훨씬 선명해진 느낌이다.,,,Character_Main_0,Character_Main_0_5,,1,854,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
854,story_193,"왠지 모를 부끄러움에, 그의 이름을 물었다.",,,Character_Main_0,Character_Main_0_5,,1,855,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
855,story_194,“...신님 이름은 뭐에요?”,,9,Character_Main_0,Character_Main_0_2,,1,856,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
856,story_195,"“저도 알려드렸으니, 신님 이름도 알려주세요.”",,9,Character_Main_0,Character_Main_0_2,,1,857,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
857,story_197,“...운 하연이란다.”,,3,Character_Main_0,Character_Main_0_3,,1,858,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
858,story_199,“...운...하연...예쁜 이름이네요.”,,9,Character_Main_0,Character_Main_0_3,,1,859,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
859,story_200,고작 이름을 주고받았을 뿐인데 두근거리는 심장을 진정시킬 수 없었다.,,,Character_Main_0,Character_Main_0_4,,1,860,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
860,story_201,그가 내 감정을 느끼는 듯 움찔 거리는 게 눈에 보였다.,,,Character_Main_0,Character_Main_0_4,,1,861,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
861,story_203,"“...그럼, 이런 것도 전부 느끼고 있는 거예요?”",,9,Character_Main_0,Character_Main_0_4,,1,862,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
862,story_204,“...응.”,,3,Character_Main_0,Character_Main_0_4,,1,863,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
863,story_205,“너무 부끄러운데...”,,9,Character_Main_0,Character_Main_0_4,,1,864,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
864,story_206,“...그만 느끼면 안 돼요?”,,9,Character_Main_0,Character_Main_0_4,,1,865,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
865,story_207,“나도 그러고 싶단다.”,,3,Character_Main_0,Character_Main_0_4,,1,866,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
866,story_208,"“...하지만, 지금은 방법을 모르겠구나.”",,3,Character_Main_0,Character_Main_0_2,,1,867,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
867,story_209,"그의 시선이, 잠시 내게 머물렀다.",,,Character_Main_0,Character_Main_0_11,,1,868,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
868,story_210,"피해야 할 것 같은데, 눈을 뗄 수가 없었다.",,,Character_Main_0,Character_Main_0_11,,1,869,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
869,story_211,“...감정 공유라니...”,,9,Character_Main_0,Character_Main_0_11,,1,870,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
870,,,,9,Character_Main_0,Character_Main_0_2,3,1,,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1001,story_213,나도 모르게 본심이 툭 튀어나왔다.,,,Character_Main_0,Character_Main_0_8,,1,1002,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1002,story_214,“...그렇겠지.”,,3,Character_Main_0,Character_Main_0_8,,1,1003,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1003,story_215,“네 감정을 내 마음대로 들여다보는 셈이니까.”,,3,Character_Main_0,Character_Main_0_8,,1,1004,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1004,story_216,그가 시선을 내리며 말했다.,,,Character_Main_0,Character_Main_0_8,,1,1005,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1005,story_217,“...미안하구나.”,,3,Character_Main_0,Character_Main_0_8,,1,1006,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1006,story_218,사실 내가 훔치지 않았다면 이 신에게는 이런 일이 생기지 않았을 터였다.,,,Character_Main_0,Character_Main_0_8,,1,1007,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1007,story_219,(...사과해야 할 사람은 나인 것 같은데...),,9,Character_Main_0,Character_Main_0_8,,1,1008,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1008,story_220,"“...아뇨, 살고자 한 행동이었지만 제가 잘못한 게 맞는걸요.”",,9,Character_Main_0,Character_Main_0_8,,1,1009,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1009,story_221,나는 그의 눈을 피해버렸다.,,,Character_Main_0,Character_Main_0_8,,1,1200,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1101,story_223,“...그래?”,,3,Character_Main_0,Character_Main_0_1,,1,1102,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1102,story_224,"“나도, 그렇게 생각하고 있었단다.”",,3,Character_Main_0,Character_Main_0_12,,1,1103,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1103,story_225,"그의 예쁜 미소를 보고 있자, 시선을 뗄 수 없었다.",,,Character_Main_0,Character_Main_0_12,,1,1104,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1104,story_226,자신의 성물을 훔치려고 한 인간마저 도와준 이 신은...,,,Character_Main_0,Character_Main_0_12,,1,1105,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1105,story_227,어떻게 이토록 다정할 수 있는 걸까.,,,Character_Main_0,Character_Main_0_12,,1,1106,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1106,story_228,"그래서, 나도 모르게 물어버렸다.",,,Character_Main_0,Character_Main_0_12,,1,1107,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1107,story_229,“...인간을... 좋아하시나 봐요?”,,9,Character_Main_0,Character_Main_0_12,,1,1108,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1108,story_230,"“...인간은, 짧게 사는 존재이지.”",,3,Character_Main_0,Character_Main_0_1,,1,1109,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1109,story_231,“그래서인지 필사적으로 살아가더구나.”,,3,Character_Main_0,Character_Main_0_1,,1,1110,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1110,story_232,“...그게 좋아서요?”,,9,Character_Main_0,Character_Main_0_1,,1,1111,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1111,story_233,"“...음... 좋다기보다는 외면할 수 없달까, 신경이 쓰인단다.”",,3,Character_Main_0,Character_Main_0_1,,1,1112,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1112,story_234,“.....특히 너는 더 그렇고.”,,3,Character_Main_0,Character_Main_0_1,,1,1200,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1200,story_235,그때—,,,,,,1,1201,17,2,2,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1201,story_236,"갑자기, 심장이 세게 요동쳤다.",,,,,,1,1202,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_101_Fly,
1202,story_237,“...읏...!”,,9,Character_Main_0,Character_Main_0_6,,1,1203,23,2,2,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_101_Fly,
1203,story_238,“...아이야?”,,3,Character_Main_0,Character_Main_0_6,,1,1204,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_101_Fly,
1204,story_239,(이건 내 감정이 아니야...),,9,Character_Main_0,Character_Main_0_6,,1,1205,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_101_Fly,
1205,story_240,(분명—),,9,Character_Main_0,Character_Main_0_6,,1,1206,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_101_Fly,
1206,story_241,나는 그를 바라보며 말했다.,,,Character_Main_0,Character_Main_0_6,,1,1207,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_101_Fly,
1207,story_242,“...지금... 신님이에요?”,,9,Character_Main_0,Character_Main_0_6,,1,1208,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1208,story_243,그가 부끄러운 듯 고개를 끄덕였다.,,,Character_Main_0,Character_Main_0_3,,1,1209,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1209,story_244,"“...조금, 이상한 기분이 들어서.”",,3,Character_Main_0,Character_Main_0_4,,1,1210,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1210,story_245,"그의 감정이, 그대로 흘러 들어온다.",,,Character_Main_0,Character_Main_0_4,,1,1211,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1211,story_246,불안.,,,Character_Main_0,Character_Main_0_4,,1,1212,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1212,story_247,그리고...,,,Character_Main_0,Character_Main_0_4,,1,1213,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1213,story_248,가슴 한쪽이 서서히 저려오는 듯한 감각.,,,Character_Main_0,Character_Main_0_2,,1,1214,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1214,story_249,"“...이건, 그냥 둘 수 있는 상태가 아닌 것 같구나.”",,3,Character_Main_0,Character_Main_0_2,,1,1300,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1300,,,,9,,,4,1,,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1301,story_256,“방법을 찾아야겠지.”,,3,Character_Main_0,Character_Main_0_7,,1,1302,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1302,story_257,"“이건 분명, 정상적인 상황이 아니니까.”",,3,Character_Main_0,Character_Main_0_7,,1,1305,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1303,story_258,"“지금은 괜찮을지도 모르지만, 이런 경우는 본 적도, 들은 적도 없단다.”",,3,Character_Main_0,Character_Main_0_6,,1,1304,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1304,story_259,“아마도... 이 상태가 계속된다면 분명 문제가 생길 거야.”,,3,Character_Main_0,Character_Main_0_6,,1,1305,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1305,story_260,그가 잠시 생각하는 듯 정적이 흘렀다.,,,Character_Main_0_10,,,1,1306,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1306,story_261,“한 가지 방법이 있긴 하겠구나.”,,3,Character_Main_0_10,,,1,1307,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1307,story_262,“어떤 방법이요?”,,9,Character_Main_0_10,,,1,1308,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1308,story_263,“...천계에 가보는 거야.”,,3,Character_Main_0,Character_Main_0_1,,1,1309,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1309,story_264,“천계요...?”,,9,Character_Main_0,Character_Main_0_1,,1,1310,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1310,story_265,그가 고개를 끄덕이며 말했다.,,,Character_Main_0,Character_Main_0_1,,1,1311,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1311,story_266,"“신들 중에서도, 이 현상을 설명할 수 있는 존재는”",,3,Character_Main_0,Character_Main_0_1,,1,1312,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1312,story_267,“...그 분 밖에 없을 테니까.”,,3,Character_Main_0,Character_Main_0_1,,1,1313,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1313,story_268,“저도... 같이 갈 수 있어요?”,,9,Character_Main_0,Character_Main_0_1,,1,1314,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1314,story_269,“평소의 상태였다면 문제없었겠지만.”,,3,Character_Main_0,Character_Main_0_1,,1,1315,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1315,story_270,"“...지금은, 조금 무리가 있을지도 모르겠구나.”",,3,Character_Main_0,Character_Main_0_1,,1,1400,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1400,,,,9,Character_Main_0,Character_Main_0_1,5,1,,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1401,story_272,"“...이 상태로는, 계속 살 수 없으니까.”",,9,Character_Main_0,Character_Main_0_1,,1,1402,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1402,story_273,“...그래.”,,3,Character_Main_0,Character_Main_0_1,,1,1403,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1403,story_274,그가 부드럽게 미소 지었다.,,,Character_Main_0,Character_Main_0_12,,1,1404,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1404,story_275,"“용감하구나, 아이야.”",,3,Character_Main_0,Character_Main_0_12,,1,1408,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1405,story_277,“...위험하지 않다고는 못 하겠구나.”,,3,Character_Main_0,Character_Main_0_1,,1,1406,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1406,story_278,"“...하지만, 다른 방법이 없단다.”",,3,Character_Main_0,Character_Main_0_8,,1,1407,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1407,story_279,그가 씁쓸하게 웃었다.,,,Character_Main_0,Character_Main_0_8,,1,1408,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1408,story_280,"잠시 후,",,,,,,1,1409,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1409,story_281,그가 밤하늘을 올려다보며 말했다.,,,,,,1,1410,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1410,story_282,“이곳에서 천계로 가는 길이 열리는 건 한 달에 한 번뿐이란다.”,,3,Character_Main_0,Character_Main_0_1,,1,1411,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1411,story_283,"“보름달이 뜨는, 바로 오늘 같은 날이지.”",,3,Character_Main_0,Character_Main_0_1,,1,1412,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1412,story_284,연한 하늘빛의 머리카락이,,,,,,101,1413,5,2,0,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1413,story_285,달빛을 머금어 은은하게 빛났다.,,,,,,101,1414,,,,FALSE,FALSE,1,Moss Gate,,,,CG_101_Fly,
1414,story_286,보름달과 그의 미소가 퍽 잘 어울려 이상하리 만큼 눈을 뗄 수 없었다.,,,,,,101,1415,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1415,story_287,그 모습을 보자 심장이 다시 두근거렸다.,,,,,,101,1416,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_101_Fly,
1416,story_288,“...아이야.”,,3,,,,101,1417,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_101_Fly,
1417,story_289,"“그...심장이, 꽤 크게 울리는구나.”",,3,,,,120,1418,3,0.7,0,FALSE,FALSE,21,Moss Gate,,HeartBeat,-1,CG_101_Fly,
1418,story_290,"그도 느꼈는지,",,,,,,120,1419,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_101_Fly,
1419,story_291,조금 부끄러운 듯 시선을 피했다.,,,,,,120,1420,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_101_Fly,
1420,story_292,"(정말, 쓸데없이 솔직해서는...!)",,9,,,,120,1421,23,1,5,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_101_Fly,
1421,story_293,"“...어, 얼른 가요...!”",,9,,,,120,1422,23,1,5,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_101_Fly,
1422,story_294,그가 손바닥 위에 신력을 모아,,,,,,1,1423,8,1,0,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1423,story_295,달을 향해 가볍게 흩뿌리자,,,,,,1,1424,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1424,story_296,"달빛이, 서서히 짙어지기 시작했다.",,,,,,1,1425,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1425,story_297,"그러자, 흩어져 있던 빛들이",,,,,,1,1426,,,,FALSE,FALSE,,Moss Gate,3,,,CG_101_Fly,
1426,story_298,하나둘 모여 우리의 발끝으로 흘러내렸다.,,,,,,1,1427,,,,FALSE,FALSE,,,,,,CG_101_Fly,
1427,story_299,"그리고, 그 빛이 신력에 반응하며",,,,,,5,1428,6,2,0,FALSE,FALSE,,Moonlit Palace Key,3,,,CG_Fly_Yellow,
1428,story_300,길처럼 이어졌다.,,,,,,5,1429,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1429,story_301,놀라운 광경에 가만히 바라볼 수밖에 없었다.,,,,,,5,1430,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1430,story_302,“...이건...”,,9,Character_Main_0,Character_Main_0_1,,5,1431,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1431,story_303,“너무 예뻐요...”,,9,Character_Main_0,Character_Main_0_1,,5,1432,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1432,story_304,내 말에 그는 온화하게 웃었다.,,,Character_Main_0,Character_Main_0_12,,5,1433,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1433,story_305,“...다행히.”,,3,Character_Main_0,Character_Main_0_12,,5,1434,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1434,story_306,“길이 열렸구나.”,,3,Character_Main_0,Character_Main_0_12,,5,1435,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1435,story_307,그가 조용히 손을 내밀었다.,,,Character_Main_0,Character_Main_0_12,,5,1436,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1436,story_308,나는 잠시 망설이다 그 손을 잡았다.,,,Character_Main_0,Character_Main_0_12,,5,1437,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1437,story_309,"빛으로 이루어진 길 위를, 천천히 함께 걸어갔다.",,,,,,5,1438,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1438,story_310,"달에 가까워질수록,",,,,,,5,1439,27,1,0.2,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1439,story_311,빛이 점점 강해져 왔다.,,,,,,5,1440,27,1,0.4,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1440,story_312,“읏...!”,,9,,,,5,1441,23/27,1/1,5/0.6,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1441,story_313,(빛이 너무 밝아...! 눈을 못 뜨겠어...!),,9,,,,5,1442,27,1,0.6,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1442,story_314,눈을 제대로 뜰 수 없을 만큼 강한 빛이 쏟아져 내렸다.,,,,,,5,1443,27,1,0.8,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1443,story_315,“이런... 너에게는 조금 무리일 수도 있겠구나.”,,3,,,,5,1444,27,1,0.8,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1444,story_316,"“나를 믿고, 눈을 감고 따라와 주겠니?”",,3,,,,5,1445,27,1,0.8,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1445,story_317,"내 손을 잡은 그의 손에, 조금 더 힘이 들어갔다.",,,,,,5,1446,9/27,1/1,0.4/0.8,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1446,story_318,“...알겠어요.”,,9,,,,5,1447,1/27,2/1,0/0.8,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1447,story_319,"나는 눈을 감은 채, 그가 이끄는 방향으로 걸음을 옮겼다.",,,,,,5,1448,1,2,0,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1448,story_320,잠시 후—,,,,,,5,1449,1,2,0,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1449,story_321,“도착했단다.”,,3,,,,5,1450,1,2,0,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1450,story_322,“...눈을 떠 보렴.”,,3,,,,5,1451,1,2,0,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1451,story_323,그의 부드러운 목소리와 함께,,,,,,6,1452,2,2.5,0,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1452,story_324,"천천히 눈을 뜨자,",,,,,,6,1453,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1453,story_325,눈앞에는 현실과는 전혀 다른 풍경이 펼쳐져 있었다.,,,,,,6,1454,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1454,story_326,"거대한 궁궐, 코앞에 있는듯한 거대한 달과 빛으로 이루어진 거리.",,,,,,6,1455,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1455,story_327,“...와...”,,9,,,,6,1456,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1456,story_328,나도 모르게 감탄이 새어 나왔다.,,,,,,6,1457,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1457,story_329,"두리번거리며 그를 따라 커다란 궁궐 안으로 들어가자,",,,,,,7,1458,8,1.5,0,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1458,story_330,높은 자리에 앉아 있는 한 존재가 눈에 들어왔다.,,,Character_2,,,7,1459,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1459,story_331,"어린 모습이었지만,",,,Character_2,,,7,1460,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1460,story_332,그 눈빛만은 가볍게 넘길 수 없는 무게를 지니고 있었다.,,,Character_2,,,7,1461,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1461,story_333,“...오랜만이구나.”,,4,Character_2,,,7,1462,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1462,story_334,"“헌데, 그 아이는.”",,4,Character_2,,,7,1463,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1463,story_335,"그 신의 시선이, 싸늘하게 나를 향했다.",,,Character_2,,,7,1464,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1464,story_336,마치 전부 꿰뚫어 보는 것 같은 눈이었다.,,,Character_2,,,7,1465,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1465,story_337,"“...결국, 이렇게 되었구나.”",,4,Character_2,,,7,1466,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1466,story_338,“...?”,,9,Character_2,,,7,1467,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1467,story_339,"“...기억하지 못하는 것이, 오히려 다행일 수도 있겠지.”",,4,Character_2,,,7,1468,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1468,story_340,“...무슨 말이에요?”,,9,Character_2,,,7,1469,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1469,story_341,"“...무슨 말씀이십니까, 천제님.”",,3,Character_2,,,7,1470,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1470,story_342,천제라는 그 신은 뜻을 알 수 없는 작은 웃음을 보였다.,,,Character_2,,,7,1471,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1471,story_343,"“너는...이미 한 번, 선택한 적이 있지 않느냐.”",,4,Character_2,,,7,1472,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
